Year,Month,M1B1,M1B2,M1B3,M2B1,M2B2,M2B3
1989,June,-3.0492,-0.7267,-0.1002,-1.0113,-0.4288,0.4692
1989,July,4.3076,4.1335,3.338,10.8241,7.0865,6.1958
1989,August,2.7301,2.8355,2.6173,1.103,2.9196,2.4621
1989,September,1.4318,-0.0696,-0.7721,0.4774,-0.9515,0.1506
1989,October,-5.0046,-5.7369,-6.3962,-1.3003,-3.8985,-2.2326
1989,November,0.7789,0.6681,-0.0329,2.3415,1.7504,0.8918
1989,December,0.2019,-0.3746,-0.2988,1.6906,2.463,2.4929
1990,January,-9.1838,-7.5977,-7.7711,-7.536,-6.3034,-7.2912
1990,February,3.1594,2.7078,2.1833,0.3588,2.1523,2.6283
1990,March,4.2862,3.9265,2.2177,4.1193,1.5048,0.3918
1990,April,-2.7648,-3.1101,-4.3754,-0.9484,-3.4187,-4.4872
1990,May,8.5332,6.5435,4.2551,10.8671,8.7757,7.3724
1990,June,1.0492,0.4285,-0.0995,1.2951,-2.4026,-1.5591
1990,July,-4.5031,-3.6006,-4.2588,-1.3343,-0.0763,-1.701
1990,August,-14.608,-12.2792,-11.2483,-9.7204,-7.9429,-9.9685
1990,September,-10.1619,-8.2729,-8.4176,-5.7807,-3.79,-6.3515
1990,October,-5.8772,-5.4399,-6.1204,0.3558,-1.9926,0.759
1990,November,8.8794,6.5603,5.1913,7.3701,6.8954,5.1118
1990,December,4.1416,3.5908,2.8451,3.7616,2.5379,1.9113
1991,January,9.2559,8.1615,8.0089,6.2416,3.3113,4.5318
1991,February,11.7537,10.3549,11.3003,7.9082,6.3723,7.1131
1991,March,7.6823,5.3154,6.5794,4.1158,1.195,2.6134
1991,April,-0.6665,1.4464,1.6453,-0.3334,0.9048,0.3425
1991,May,4.3257,4.7523,2.7529,4.7491,2.9663,5.2904
1991,June,-5.1627,-3.101,-4.1939,-4.9476,-4.2924,-3.7629
1991,July,4.3592,3.295,3.0313,5.3954,4.0637,4.1239
1991,August,4.4472,3.0319,4.3252,3.3724,1.7593,1.9185
1991,September,1.4767,0.5385,-1.151,-2.1831,0.0167,-2.0059
1991,October,2.9461,2.5984,1.7781,1.5121,1.6834,1.8144
1991,November,-4.9806,-3.7059,-5.5204,-2.5205,-4.6212,-5.522
1991,December,10.384,6.7781,7.3657,14.4699,7.819,9.0199
1992,January,7.5254,7.4156,10.6665,-2.3097,-1.4235,3.8952
1992,February,0.7099,2.7566,7.1323,0.3372,0.8411,6.9266
1992,March,-6.0928,-1.3047,-0.7332,-2.7842,-1.2625,-1.1703
1992,April,-5.6025,-2.4403,-0.9764,0.1495,4.9481,4.2335
1992,May,-0.7831,1.022,2.3606,0.9251,0.4541,-0.0044
1992,June,-6.0279,-3.2711,-2.7897,-2.462,-1.0992,0.7846
1992,July,2.668,3.2768,3.7666,4.3235,4.5441,2.2081
1992,August,-4.219,-1.5224,-2.6879,-1.1336,-2.1486,-4.8352
1992,September,1.3502,2.5021,1.5623,1.7008,0.9486,1.1043
1992,October,4.4887,2.4344,1.9434,2.4103,-0.8687,1.0024
1992,November,9.7525,6.4231,6.6558,4.5584,2.6212,4.6075
1992,December,2.5516,3.6666,5.0322,0.7063,2.0911,3.5099
1993,January,1.1023,4.1867,6.3194,-1.0941,1.5417,5.4911
1993,February,-6.5035,-0.0862,1.0808,-2.3317,3.9327,3.0539
1993,March,2.0994,2.8506,3.5948,1.7687,3.1301,2.789
1993,April,-3.6417,-2.5992,-2.5057,-5.0419,-0.7812,-1.0769
1993,May,6.7766,3.3439,3.1505,4.0016,2.3737,0.7107
1993,June,0.5621,0.7153,1.3379,-1.0347,1.087,3.476
1993,July,-0.381,1.5391,2.1524,-1.9946,1.233,1.205
1993,August,3.7509,4.7503,3.5225,3.5217,4.0641,4.1098
1993,September,3.3135,2.33,2.6096,-0.8994,0.5563,-0.6659
1993,October,3.9792,1.6516,2.6117,3.2556,-0.0375,-0.9431
1993,November,-3.1384,-2.8366,-2.4946,0.0968,-2.6407,-2.1069
1993,December,2.695,4.0561,2.4128,1.4515,1.916,2.2405
1994,January,1.8859,2.9608,4.8245,2.4312,4.5413,1.6947
1994,February,-0.9182,0.9055,-1.0851,-1.7694,-2.9679,-4.6365
1994,March,-6.2443,-4.7675,-4.2512,-4.7022,-3.9862,-3.3459
1994,April,-0.9234,0.7466,1.3617,0.5896,1.7443,1.6277
1994,May,-2.5338,-1.0856,0.2005,1.4163,1.5588,-0.1127
1994,June,-4.7979,-2.3918,-1.7469,-3.1253,-1.8994,-2.6265
1994,July,1.5343,1.1512,2.175,2.9071,3.8988,3.4911
1994,August,7.5463,4.8634,3.937,5.1983,2.9456,3.7037
1994,September,0.5364,-0.2708,-0.0118,-1.4001,-2.9976,-4.4741
1994,October,0.5289,-0.038,-1.5176,2.0071,2.7232,0.7307
1994,November,-3.9497,-3.2284,-3.6223,-3.2052,-3.4483,-4.9842
1994,December,0.7646,1.544,1.554,1.541,1.2545,0.569
1995,January,-1.2617,-0.353,0.9121,2.1767,2.4697,5.1729
1995,February,3.6506,3.3879,4.2135,3.9018,3.8521,5.318
1995,March,2.9633,1.7445,1.275,2.9981,3.1556,0.4235
1995,April,1.0549,2.8438,3.2986,2.3662,2.8902,3.4676
1995,May,0.8117,1.5194,2.9619,3.2656,3.9385,5.6678
1995,June,7.6854,4.5405,4.3051,3.4432,1.8543,1.7373
1995,July,8.0438,4.7556,4.8703,3.7734,3.8365,3.7834
1995,August,2.1159,2.6534,3.8753,0.077,0.9422,3.6815
1995,September,2.4817,2.0343,1.6863,4.5312,3.054,5.1053
1995,October,-5.5262,-5.2486,-3.7872,0.3655,-1.1598,-2.3607
1995,November,3.8278,3.3619,3.6374,4.1674,4.6119,5.404
1995,December,2.1594,2.1901,2.2684,0.9014,2.4664,1.2739
1996,January,-0.0452,0.2643,0.6717,3.1009,2.972,3.2988
1996,February,4.8464,2.3519,2.781,1.6409,1.3824,1.5995
1996,March,2.3781,2.5852,2.6303,0.3656,1.9682,0.9613
1996,April,8.5058,5.1839,4.5661,2.4475,1.7399,-1.5429
1996,May,6.0901,4.626,5.3541,3.3899,0.7435,2.3224
1996,June,-6.3942,-2.9408,-2.3488,0.1522,-0.6048,0.7721
1996,July,-13.7546,-6.8497,-5.4346,-5.6861,-3.8269,-3.6327
1996,August,7.0705,4.9858,4.4704,2.1484,3.9041,3.1154
1996,September,5.3255,2.398,3.2911,6.6911,4.1467,3.2363
1996,October,-5.2526,-0.2644,1.0103,0.7247,3.7181,4.2265
1996,November,1.7035,4.4527,3.93,7.1477,7.3308,7.7212
1996,December,0.651,2.5576,2.2594,-1.6836,-1.4795,-0.7234
1997,January,4.1669,3.1945,2.8544,6.4218,4.7414,4.857
1997,February,-6.3201,-0.7229,1.2256,0.0066,-0.026,3.6903
1997,March,-8.4511,-3.8135,-1.807,-5.368,-2.4742,-5.2275
1997,April,-3.1141,0.5889,-0.4687,6.4875,3.9119,3.8406
1997,May,15.3829,10.1659,8.3552,6.9095,5.9206,5.7124
1997,June,3.4128,5.5564,6.8454,4.3967,3.9498,3.8515
1997,July,5.1876,5.141,5.5,7.7604,8.555,7.7091
1997,August,3.9045,3.4146,2.899,-5.4499,-3.6165,-2.18
1997,September,8.8124,7.8243,8.1805,5.0241,6.025,6.1459
1997,October,-6.6286,-3.5521,-1.8702,-3.2551,-3.3181,-3.3511
1997,November,-3.3073,-1.0735,0.4635,5.0553,2.6224,3.7218
1997,December,-2.2803,0.8116,2.3639,1.3568,2.7934,4.1912
1998,January,-0.6506,-1.1467,-1.1307,2.4524,-1.9317,-0.4277
1998,February,8.528,7.2362,6.7893,7.0231,8.2451,6.8928
1998,March,4.151,4.9235,4.5898,4.8617,5.1692,7.1917
1998,April,0.7574,1.4223,2.2201,0.9137,1.802,1.5124
1998,May,-7.6104,-5.1958,-2.441,-2.1446,-2.4127,-0.4961
1998,June,0.6189,-0.4457,-0.1467,5.5611,1.7002,2.2694
1998,July,-7.6743,-7.1624,-7.3822,-0.8223,-2.1464,-4.7664
1998,August,-24.1282,-18.2746,-18.6017,-13.6738,-18.8435,-12.0675
1998,September,9.2492,5.1418,3.6196,7.8769,3.7175,6.4828
1998,October,4.4725,3.6547,3.2215,8.0157,7.6659,4.6138
1998,November,9.0352,5.8186,5.5085,6.9879,5.5473,4.0426
1998,December,6.7751,3.6115,2.7167,8.2193,2.4765,3.7834
1999,January,3.584,2.146,1.0464,4.9631,1.2173,-1.4119
1999,February,-8.8678,-7.2804,-8.3797,-4.5126,-0.8619,-1.1024
1999,March,-0.3862,0.8933,-2.6965,4.0062,4.2269,1.1052
1999,April,9.0683,10.9243,9.0486,2.2732,7.9863,7.1021
1999,May,1.5885,1.2179,3.6934,-2.5621,-1.2157,0.3201
1999,June,6.5427,6.3145,6.3334,6.5094,2.7241,0.2746
1999,July,-0.9443,-0.5273,-1.1188,-3.0268,-3.7948,-3.2207
1999,August,-2.6409,-2.9899,-3.479,0.0495,-3.3323,-2.9652
1999,September,0.8301,-0.2379,-2.8107,-1.8718,-5.6683,-4.0372
1999,October,0.7399,-0.565,-2.7618,6.5826,7.3227,4.3245
1999,November,13.3347,6.2842,4.3679,4.1923,-2.6704,1.8542
1999,December,17.9514,8.7743,6.6264,8.2011,1.257,4.2155
2000,January,1.3973,-0.8929,0.3022,-4.7266,-4.0762,-5.8755
2000,February,28.9531,15.3001,12.9955,1.237,-5.4081,-2.3406
2000,March,-13.7327,-4.5578,-1.2522,8.6586,10.8615,13.1767
2000,April,-14.9815,-5.7901,-4.1072,-4.1878,-0.5528,-2.1524
2000,May,-7.3877,-5.5013,-5.075,-3.5009,0.4124,3.369
2000,June,17.6534,9.2891,8.63,4.6897,-4.8641,-2.3722
2000,July,-6.803,1.2044,1.8358,-2.9399,3.1467,4.5417
2000,August,8.7861,5.3157,6.5605,7.5055,7.6786,6.9884
2000,September,-7.389,-0.6354,-0.4695,-5.9372,1.0537,1.6136
2000,October,-8.1636,-1.4265,-1.6065,-1.9511,-0.3433,2.649
2000,November,-16.4996,-4.2952,-2.8444,-10.5707,-4.0603,0.2463
2000,December,2.5981,8.4896,8.5925,-0.3182,8.7426,8.7828
2001,January,12.5845,5.1307,6.82,3.6655,2.3235,-0.6755
2001,February,-12.3743,-0.6,-0.1345,-11.1097,-1.1712,1.1132
2001,March,-7.657,-1.0794,-1.5294,-8.0706,-1.7118,-1.2593
2001,April,10.0727,5.2412,5.0014,8.9216,5.1938,4.7112
2001,May,3.8774,4.4176,6.3753,0.3779,2.207,4.6367
2001,June,6.6001,4.8209,3.1245,-2.1439,-1.1725,-1.1914
2001,July,-9.6346,-4.4464,-1.1582,-1.6746,-1.1563,-0.2475
2001,August,-7.6237,-2.5158,-1.3838,-6.8262,-3.9046,-7.353
2001,September,-17.2036,-13.3796,-14.1084,-8.126,-9.7041,-8.1759
2001,October,10.9504,5.4802,4.7974,3.2637,0.7093,-5.204
2001,November,8.9177,7.18,8.9081,7.8954,6.5728,12.2474
2001,December,6.7192,6.7833,6.7554,0.7501,2.958,2.3816
2002,January,-5.1189,0.2596,3.2629,-1.0039,-1.5705,-2.5365
2002,February,-8.1622,-1.2884,-0.995,-2.4752,0.2521,-4.9679
2002,March,8.8656,7.6222,9.7339,3.5886,5.4726,4.8901
2002,April,-4.0828,2.3844,4.1434,-7.0539,-0.6953,-7.2529
2002,May,-6.6805,-3.5992,-2.6905,-1.3488,0.4751,-2.3002
2002,June,-7.139,-3.3239,-2.3608,-7.4381,-6.1397,-11.4799
2002,July,-15.0961,-14.3694,-15.0336,-6.5191,-8.6351,-13.5936
2002,August,-0.1914,0.3485,-0.5765,-0.1003,1.7746,6.3068
2002,September,-8.1982,-7.3627,-7.1947,-10.6874,-10.1625,-9.1802
2002,October,6.3986,4.6468,0.6932,9.7349,4.2981,7.9162
2002,November,12.9401,8.6051,7.7653,5.3985,5.8686,8.2579
2002,December,-8.5442,-4.7701,-3.6914,-6.135,-3.9895,-6.7658
2003,January,-2.3931,-2.556,-1.2497,-2.7894,-1.905,-5.5212
2003,February,-3.8534,-1.8592,-3.6807,-1.4454,-2.2792,-4.3403
2003,March,2.2466,0.4509,1.1439,1.597,0.2481,-1.5268
2003,April,10.9673,9.4673,9.6399,7.6788,8.6749,11.4514
2003,May,12.8046,10.9178,10.8144,4.9907,7.3383,8.3841
2003,June,2.7162,2.2602,3.5259,1.3253,1.292,0.7884
2003,July,8.3602,5.7272,6.2,1.8616,2.6828,0.9531
2003,August,4.7058,4.4878,5.8966,2.0641,1.5616,4.1442
2003,September,-1.5675,-1.9662,0.9479,-1.1935,-0.5031,-3.4244
2003,October,8.2101,7.8907,10.8226,5.1314,7.0703,6.9473
2003,November,2.9616,3.6506,4.6091,0.8285,1.5961,2.63
2003,December,1.0435,2.6689,3.0046,4.6392,4.4353,5.6906
2004,January,3.9432,3.4853,7.1538,1.465,2.3892,3.0967
2004,February,0.3501,0.9521,0.3121,1.0243,2.3441,2.964
2004,March,1.3051,0.4452,0.3794,-1.8299,-0.7783,-0.4508
2004,April,-3.2169,-3.2282,-6.1855,-0.1457,-3.6636,-3.6433
2004,May,0.9541,1.2186,0.691,1.2114,1.2339,1.1217
2004,June,3.1402,4.9295,4.4158,1.528,1.5415,2.6748
2004,July,-9.4364,-5.5476,-5.1641,-4.3387,-2.3618,-2.1763
2004,August,-2.4154,-0.1454,-0.6834,-0.271,1.4374,0.1631
2004,September,5.5832,5.0749,3.6933,0.8972,1.7508,2.6782
2004,October,2.7167,1.5496,1.1735,1.5523,0.9413,2.5696
2004,November,8.3436,8.7022,8.809,3.6156,4.7338,6.2987
2004,December,4.3771,2.6069,3.6693,3.52,3.4711,3.7662
2005,January,-5.2967,-3.2065,-2.558,-3.0322,-1.4017,-1.6572
2005,February,0.742,2.1037,2.5904,2.0928,1.9761,3.0651
2005,March,-4.1499,-2.3523,-1.5078,-1.291,-2.6836,0.202
2005,April,-6.3567,-5.926,-5.7783,-1.7069,-2.3823,-2.1899
2005,May,7.4179,6.3019,5.7678,3.6452,3.1322,4.1257
2005,June,2.8511,4.0365,4.7001,-0.8064,1.7537,2.9508
2005,July,6.9137,6.8614,5.961,4.5695,2.6089,3.9598
2005,August,-2.2368,-1.196,-1.2431,-1.1724,-0.8181,0.5098
2005,September,0.3492,0.9558,0.2638,0.3312,1.1026,1.983
2005,October,-4.064,-2.6952,-2.2508,-1.1463,-1.8701,-2.0994
2005,November,5.0943,4.7109,3.9914,4.0713,3.7766,2.8067
2005,December,0.1203,-0.3901,-0.3201,-0.6714,1.3232,0.0757
2006,January,8.6666,9.1646,8.1715,1.7739,3.5927,4.256
2006,February,-0.5716,-0.0277,-0.5969,-0.1256,0.8809,-0.7255
2006,March,3.9805,5.2613,5.2438,1.6134,1.1318,1.5665
2006,April,-0.5329,0.9956,0.8252,-0.001,2.2502,3.17
2006,May,-7.6144,-4.6181,-4.1179,-2.8867,-2.821,-1.6253
2006,June,-0.8029,0.5475,-0.0405,-0.1675,0.1535,0.7778
2006,July,-5.8906,-2.7646,-2.1012,-0.7222,1.0903,0.7271
2006,August,3.4389,2.5165,2.4923,3.2151,1.9923,0.2619
2006,September,0.8575,0.9057,1.3113,2.4848,2.3207,2.1559
2006,October,6.1349,5.1866,4.6084,3.3811,2.9829,4.2441
2006,November,2.5832,2.7211,2.6157,1.8889,2.205,1.9264
2006,December,-0.6242,0.7222,1.9703,0.3458,1.9549,3.2406
2007,January,2.522,0.8291,1.8746,1.9198,1.8364,1.2055
2007,February,-0.0998,-0.1018,-0.9698,-1.9852,-1.5842,-1.2778
2007,March,1.6749,1.3937,0.2683,0.8011,1.8242,0.4379
2007,April,2.8133,2.0499,0.9131,4.8687,3.6505,3.8806
2007,May,4.3856,3.6536,3.0877,3.2212,4.0744,3.3474
2007,June,-0.577,-1.0922,-1.6674,-1.1148,-2.2796,-2.1198
2007,July,-4.8248,-5.8112,-8.1862,-1.3635,-4.1168,-5.3611
2007,August,1.5011,2.4538,-0.6765,1.5959,1.9755,0.0271
2007,September,2.5885,0.904,0.103,4.9784,2.2497,3.1205
2007,October,3.7447,1.7412,0.2087,2.9792,1.3748,0.7761
2007,November,-7.3582,-6.2959,-7.883,-3.008,-5.4337,-4.6684
2007,December,0.1816,-0.5993,-0.9435,-0.4289,-0.9367,-0.3186
2008,January,-8.5997,-6.473,-3.9337,-7.2008,-4.8719,-3.8626
2008,February,-4.5485,-2.7209,-3.9689,-2.0418,-3.7017,-4.0547
2008,March,-2.1201,1.2055,0.1519,0.6331,-2.4983,-1.0287
2008,April,4.8457,3.4616,1.4973,3.7222,5.9925,5.1493
2008,May,5.6715,5.2104,3.0575,2.3659,0.6771,1.9728
2008,June,-7.3524,-7.3125,-8.8096,-6.8986,-9.5482,-10.47
2008,July,2.3353,3.0805,5.0262,-1.0134,-3.0252,6.6956
2008,August,3.0246,3.9203,6.7923,1.4643,1.327,0.7365
2008,September,-11.0307,-7.1993,-7.1799,-9.8075,-10.0619,-2.331
2008,October,-22.1781,-19.0649,-20.0644,-15.5345,-17.4107,-21.4227
2008,November,-11.5802,-11.3237,-14.3796,-6.1647,-6.2914,-15.7837
2008,December,5.0393,4.4184,5.431,1.7398,1.1258,1.4559
2009,January,-7.6893,-9.9699,-15.8806,-5.2293,-9.3641,-19.0742
2009,February,-9.8495,-11.4063,-14.8342,-8.2115,-11.8553,-16.4304
2009,March,9.1866,10.3708,10.8834,8.3562,8.7698,13.6165
2009,April,16.2514,16.6563,18.4093,7.9055,10.6849,16.5169
2009,May,3.8675,3.0461,2.7564,4.5274,5.9209,6.4598
2009,June,5.4915,1.8139,0.6069,0.8584,-0.9147,0.2221
2009,July,6.7419,10.3045,13.2865,6.7426,8.3574,9.9755
2009,August,0.8971,3.0191,8.0971,1.7496,3.8665,9.7581
2009,September,6.2078,5.87,7.5823,3.3749,4.6989,4.2982
2009,October,-7.0829,-6.2143,-9.2954,-0.4581,-2.7868,-6.5791
2009,November,2.0694,1.9787,3.9928,6.6612,4.7803,4.0873
2009,December,8.3539,7.9982,8.4145,1.9363,3.1505,1.6636
2010,January,-3.56,-3.0405,-2.7174,-4.1916,-2.0285,-4.3757
2010,February,3.4543,4.0627,7.4479,3.0358,2.9813,5.407
2010,March,6.9609,8.1277,8.9415,5.2478,6.7572,7.6419
2010,April,3.7927,6.2571,9.2553,0.8039,2.7409,1.2518
2010,May,-5.9563,-7.077,-10.3799,-7.3976,-8.478,-7.9415
2010,June,-5.6347,-7.4684,-10.9297,-4.4165,-5.667,-8.5734
2010,July,6.7781,6.5685,7.1209,6.7103,7.7114,5.3766
2010,August,-7.0625,-7.5973,-8.5733,-4.1311,-3.9883,-6.0817
2010,September,14.0052,12.7388,10.9241,10.0505,9.065,7.0837
2010,October,4.6851,4.1411,3.6171,4.5497,3.9584,0.6987
2010,November,3.5098,4.0626,3.2453,0.4714,0.4057,-1.0589
2010,December,7.1147,8.3,9.3338,4.9743,7.7441,9.8726
2011,January,-0.3226,0.1304,0.4118,2.0244,2.547,2.5185
2011,February,5.2694,5.3338,5.5048,2.544,4.4038,4.6732
2011,March,3.3355,2.7512,1.4147,0.1822,1.4308,-1.5694
2011,April,3.4473,2.0283,1.0301,3.7803,2.662,1.3153
2011,May,-1.6907,-2.0358,-3.201,-0.5772,-1.3803,-2.7664
2011,June,-1.9324,-2.067,-1.8739,-1.4535,-1.6871,-1.9092
2011,July,-4.443,-3.9495,-3.0202,-0.8091,-3.0377,-4.0443
2011,August,-9.1575,-8.9106,-9.6096,-3.9525,-6.4895,-8.3548
2011,September,-11.0365,-11.5825,-10.2858,-6.3248,-7.0848,-10.143
2011,October,15.4038,15.5021,12.7026,9.7749,12.1008,12.5967
2011,November,-1.7822,-0.3329,-0.2062,-0.0126,0.8587,-2.6311
2011,December,-0.4817,0.7411,1.1913,-0.0705,1.8445,1.3458
2012,January,8.1922,6.8371,5.7847,5.4348,3.3745,5.98
2012,February,3.439,2.4132,2.8792,4.5943,3.6663,5.9972
2012,March,2.3427,2.8346,3.1575,3.6962,1.2664,5.2676
2012,April,-1.3494,-2.0767,-0.8066,-0.4581,-0.1284,-2.5454
2012,May,-6.5523,-6.481,-5.992,-5.4584,-5.9932,-7.9242
2012,June,5.7483,4.2985,4.7247,2.985,4.5337,5.1032
2012,July,-3.2796,-0.9845,-1.7162,1.2724,1.4341,-0.4061
2012,August,3.3194,3.2173,3.6929,2.3801,1.892,4.4627
2012,September,3.1695,3.4707,4.0831,1.9326,3.1889,4.2535
2012,October,-3.8689,-1.3693,-0.832,-2.4819,-1.8319,1.5272
2012,November,1.1085,1.0609,0.7962,1.109,0.3701,-0.3071
2012,December,2.6522,3.4758,4.4725,-0.1685,1.2836,4.9768
2013,January,6.7845,6.2504,5.8586,4.5173,6.0479,7.4721
2013,February,0.9472,0.8641,1.3586,1.3421,1.3915,1.3458
2013,March,5.1968,4.6068,4.5102,3.7779,4.027,4.0253
2013,April,-0.7187,-1.0059,-0.0997,1.8353,1.3407,2.0948
2013,May,4.9867,5.2522,5.3396,1.9679,1.5691,6.9468
2013,June,-0.2157,0.3377,-0.1653,-1.7284,-0.3795,-1.8703
2013,July,7.3396,7.0643,7.8666,5.5982,4.9887,6.2403
2013,August,-0.997,-3.4798,-3.8317,-1.7647,-3.1006,-4.3915
2013,September,6.316,6.4137,5.6076,4.0516,3.2033,2.401
2013,October,1.0864,3.0274,3.9547,4.177,4.81,3.7573
2013,November,5.3271,3.9806,4.4652,3.3511,1.8992,4.5859
2013,December,1.8213,2.8605,1.889,2.1428,3.6717,2.0839
2014,January,-0.2472,-3.8406,-3.6779,-3.2839,-3.4279,-3.831
2014,February,4.0422,4.8572,5.1794,5.0543,4.7421,3.2153
2014,March,-3.4472,1.1062,1.3297,-0.5947,0.7518,4.422
2014,April,-6.3939,-3.1843,-2.6802,0.3863,0.7816,-0.8866
2014,May,-0.7344,1.0744,0.076,2.4424,2.0852,1.4244
2014,June,7.1946,5.0059,4.4411,1.6772,2.7878,3.0156
2014,July,-6.2549,-6.3128,-5.4163,-1.4214,-1.6024,-2.4256
2014,August,4.9852,4.096,4.473,4.8069,3.3371,4.18
2014,September,-4.4418,-5.2575,-6.4605,-0.945,-2.5695,-1.8613
2014,October,7.1321,5.8024,5.2299,2.8034,1.765,1.4376
2014,November,1.7911,-0.2139,-1.0462,3.6991,2.7163,0.2797
2014,December,2.06,2.7721,3.244,-1.3414,0.1097,1.7162
2015,January,-2.8233,-4.9131,-5.1172,-1.5997,-3.2813,-6.2144
2015,February,7.6879,6.9324,5.0776,6.4563,5.9311,5.4888
2015,March,2.0438,1.8382,1.1901,-1.3536,-1.4794,-1.2578
2015,April,-3.1933,-2.0634,-0.7109,0.356,1.1543,1.4804
2015,May,2.8172,2.74,0.9398,1.2125,1.5551,0.8743
2015,June,2.7205,0.2996,0.5921,-1.8439,-1.9907,-1.3591
2015,July,-0.2129,-2.3842,-5.6488,2.9533,1.235,0.0785
2015,August,-9.2448,-4.7482,-3.3119,-6.1702,-5.6359,-6.5957
2015,September,-7.7949,-4.6727,-4.7033,-2.2302,-2.8238,-4.2199
2015,October,4.9983,6.4269,5.7143,8.0497,8.4024,6.3982
2015,November,5.6722,3.3708,3.6356,0.4989,-0.2277,1.668
2015,December,-3.8774,-4.8868,-6.7883,-1.321,-2.2948,-3.5465
2016,January,-14.067,-7.6345,-6.9385,-5.1458,-5.1697,-8.1214
2016,February,-0.6731,0.9097,0.3672,0.0389,0.5944,-2.2203
2016,March,7.5493,7.8864,8.4056,6.5927,6.8068,8.182
2016,April,2.7559,1.1342,3.8426,-0.6133,1.295,4.7374
2016,May,2.2931,1.2499,0.5333,2.1437,1.794,0.6686
2016,June,0.2938,-0.4615,-0.0494,0.0248,0.5722,-2.6061
2016,July,6.981,5.577,5.7112,4.9403,2.2649,3.7228
2016,August,1.2935,2.6469,3.2566,-0.5054,0.3347,3.87
2016,September,3.2016,1.3212,1.6952,0.4551,-0.0621,-0.4128
2016,October,-8.1414,-5.1448,-3.021,-1.9855,-2.2665,1.1237
2016,November,8.953,12.456,14.9284,1.9119,5.1145,12.5067
2016,December,-0.3821,2.9084,4.4641,1.3675,1.7482,3.4618
2017,January,1.9581,-0.1598,-0.687,3.2651,0.9401,0.3976
2017,February,3.0169,1.1475,0.2887,4.3007,2.5709,4.0321
2017,March,2.2672,0.0893,-0.6876,1.1308,-0.2804,-2.5678
2017,April,1.803,1.4012,0.6429,2.0664,0.6677,-0.8741
2017,May,-0.8601,-1.6289,-3.7975,2.9142,0.1264,-1.7797
2017,June,4.7675,3.1371,3.39,-0.1218,0.5278,4.2588
2017,July,0.7563,0.5139,0.607,2.4459,1.6599,2.1291
2017,August,-0.6075,-2.0323,-2.3949,1.2797,-0.1138,-1.1861
2017,September,5.3898,8.3335,8.3321,1.3574,2.632,4.7112
2017,October,0.4238,0.3203,0.9564,3.1187,1.5283,2.8534
2017,November,2.689,2.7083,2.609,3.3301,3.2631,3.2233
2017,December,0.8669,-0.7597,-0.0086,0.9752,1.1396,1.9432
2018,January,3.103,2.9959,1.7317,6.487,5.6016,5.2282
2018,February,-3.0365,-3.7578,-3.7691,-2.5823,-4.7487,-4.0418
2018,March,1.3871,0.9756,1.9093,-2.3686,-2.2008,-3.3123
2018,April,1.1463,1.089,2.3296,0.6388,0.1409,0.5104
2018,May,7.9043,7.4885,5.7217,3.7946,1.8948,-0.3068
2018,June,2.8647,0.2208,0.5879,1.0938,0.5423,-1.2942
2018,July,1.3884,2.1798,1.0897,3.35,3.3616,4.6301
2018,August,5.6017,3.356,2.3368,5.3633,1.7057,0.8053
2018,September,-1.8739,-2.686,-2.8052,0.5865,0.6445,-1.7273
2018,October,-13.2357,-11.3998,-9.1464,-8.1734,-6.0047,-5.5113
2018,November,0.9163,2.1747,0.8823,1.4905,2.4248,2.2525
2018,December,-11.9577,-11.9172,-12.6035,-8.3917,-9.5629,-11.5893
2019,January,12.6604,10.362,10.9425,8.1867,8.3753,9.1228
2019,February,6.4012,5.0365,3.623,3.751,3.9608,1.2126
2019,March,-0.6607,-2.8289,-4.2522,2.7756,0.4698,-1.9075
2019,April,2.3072,4.0604,3.249,4.015,3.4695,7.3408
2019,May,-6.9642,-8.3096,-9.8972,-6.3436,-6.7275,-8.3074
2019,June,8.1167,7.7753,6.4066,7.0246,7.044,7.4547
2019,July,-0.7943,0.6633,-0.5671,1.8142,0.7711,2.5959
2019,August,-4.1881,-5.8094,-8.1016,-1.0067,-3.2926,-6.6243
2019,September,-2.4877,3.8794,5.5824,0.3165,3.7998,5.7603
2019,October,4.3906,2.5172,0.6561,2.6116,1.6505,2.5062
2019,November,6.055,3.257,3.451,4.3848,3.2101,2.9978
2019,December,2.7477,4.3319,4.8009,2.7607,2.6801,4.1615
2020,January,-1.8451,-4.1708,-8.1554,1.6835,-2.0917,-4.4494
2020,February,-6.1476,-8.7271,-9.9621,-7.0639,-10.1278,-10.8927
2020,March,-18.5028,-21.4608,-27.8606,-8.9685,-17.504,-27.2698
2020,April,17.9699,13.1113,15.6046,14.3297,10.8382,14.0144
2020,May,11.2881,4.8182,4.0385,6.0603,3.57,3.308
2020,June,5.4202,2.4341,3.5395,3.5369,-1.2215,1.0684
2020,July,1.7817,2.8678,2.5211,7.2611,3.3216,3.641
2020,August,7.2731,4.5794,5.379,9.4486,3.0655,5.3027
2020,September,-0.4846,-4.4651,-5.8077,-4.1592,-2.5052,-4.2679
2020,October,0.608,2.5169,6.1986,-2.8713,-0.841,0.0284
2020,November,23.1461,17.6956,19.6377,10.4755,14.3932,18.1738
2020,December,12.9246,8.0838,8.4115,4.4544,4.3144,5.6109
2021,January,5.489,5.0384,10.5172,-0.5891,-0.5924,0.8207
2021,February,5.6735,9.4796,9.3476,0.3673,6.979,11.0863
